data_quality_scan,data_source,data_quality_job_id,data_quality_job_configuration,job_labels,job_start_time,job_end_time,job_quality_result,job_dimension_result,job_rows_scanned,rule_name,rule_description,rule_type,rule_evaluation_type,rule_column,rule_dimension,rule_threshold_percent,rule_parameters,rule_passed,rule_rows_evaluated,rule_rows_passed,rule_rows_passed_percent,rule_rows_null,rule_failed_records_query,created_on,last_updated,rule_assertion_row_count,debug_queries
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-finisher-group"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-finisher-group"",
    ""display_name"": ""dq-pigpos-fr_ms_finisher_group""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_FINISHER_GROUP"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_FINISHER_GROUP""
  }
}",494874ca-3097-45b7-8dfc-15b293115e73,"{""increment_column"":"""",""incremental"":false,""row_filter"":""FARM_ORG NOT LIKE '%TOTAL%'"",""sampling_percent"":100,""trigger"":""on_demand""}",,2026-02-23 02:22:22.000000 UTC,2026-02-23 02:22:54.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""36.0"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":36}}",97052,,,Range check,Per row,ACT_ADG,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",false,97052,96921,99.865021,55,WITH `494874ca-3097-45b7-8dfc-15b293115e73` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_FINISHER_GROUP` WHERE (FARM_ORG NOT LIKE '%TOTAL%')) SELECT * FROM `494874ca-3097-45b7-8dfc-15b293115e73` WHERE (NOT((`ACT_ADG` >= 0) IS TRUE));,2026-02-20 03:17:26.000000 UTC,2026-02-23 02:21:41.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-finisher-group"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-finisher-group"",
    ""display_name"": ""dq-pigpos-fr_ms_finisher_group""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_FINISHER_GROUP"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_FINISHER_GROUP""
  }
}",494874ca-3097-45b7-8dfc-15b293115e73,"{""increment_column"":"""",""incremental"":false,""row_filter"":""FARM_ORG NOT LIKE '%TOTAL%'"",""sampling_percent"":100,""trigger"":""on_demand""}",,2026-02-23 02:22:22.000000 UTC,2026-02-23 02:22:54.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""36.0"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":36}}",97052,,,Range check,Per row,AVE_WGH_OUT,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",false,97052,96997,99.943329,55,WITH `494874ca-3097-45b7-8dfc-15b293115e73` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_FINISHER_GROUP` WHERE (FARM_ORG NOT LIKE '%TOTAL%')) SELECT * FROM `494874ca-3097-45b7-8dfc-15b293115e73` WHERE (NOT((`AVE_WGH_OUT` >= 0) IS TRUE));,2026-02-20 03:17:26.000000 UTC,2026-02-23 02:21:41.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-finisher-group"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-finisher-group"",
    ""display_name"": ""dq-pigpos-fr_ms_finisher_group""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_FINISHER_GROUP"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_FINISHER_GROUP""
  }
}",494874ca-3097-45b7-8dfc-15b293115e73,"{""increment_column"":"""",""incremental"":false,""row_filter"":""FARM_ORG NOT LIKE '%TOTAL%'"",""sampling_percent"":100,""trigger"":""on_demand""}",,2026-02-23 02:22:22.000000 UTC,2026-02-23 02:22:54.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""36.0"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":36}}",97052,,,Range check,Per row,GAIN_WGH,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",false,97052,96816,99.756831,55,WITH `494874ca-3097-45b7-8dfc-15b293115e73` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_FINISHER_GROUP` WHERE (FARM_ORG NOT LIKE '%TOTAL%')) SELECT * FROM `494874ca-3097-45b7-8dfc-15b293115e73` WHERE (NOT((`GAIN_WGH` >= 0) IS TRUE));,2026-02-20 03:17:26.000000 UTC,2026-02-23 02:21:41.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-finisher-group"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-finisher-group"",
    ""display_name"": ""dq-pigpos-fr_ms_finisher_group""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_FINISHER_GROUP"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_FINISHER_GROUP""
  }
}",494874ca-3097-45b7-8dfc-15b293115e73,"{""increment_column"":"""",""incremental"":false,""row_filter"":""FARM_ORG NOT LIKE '%TOTAL%'"",""sampling_percent"":100,""trigger"":""on_demand""}",,2026-02-23 02:22:22.000000 UTC,2026-02-23 02:22:54.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""36.0"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":36}}",97052,,,Range check,Per row,ACT_FCR,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",false,97052,96802,99.742406,96,WITH `494874ca-3097-45b7-8dfc-15b293115e73` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_FINISHER_GROUP` WHERE (FARM_ORG NOT LIKE '%TOTAL%')) SELECT * FROM `494874ca-3097-45b7-8dfc-15b293115e73` WHERE (NOT((`ACT_FCR` >= 0) IS TRUE));,2026-02-20 03:17:26.000000 UTC,2026-02-23 02:21:41.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-finisher-group"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-finisher-group"",
    ""display_name"": ""dq-pigpos-fr_ms_finisher_group""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_FINISHER_GROUP"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_FINISHER_GROUP""
  }
}",494874ca-3097-45b7-8dfc-15b293115e73,"{""increment_column"":"""",""incremental"":false,""row_filter"":""FARM_ORG NOT LIKE '%TOTAL%'"",""sampling_percent"":100,""trigger"":""on_demand""}",,2026-02-23 02:22:22.000000 UTC,2026-02-23 02:22:54.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""36.0"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":36}}",97052,,,Range check,Per row,FEED_WGH,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",false,97052,96932,99.876355,120,WITH `494874ca-3097-45b7-8dfc-15b293115e73` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_FINISHER_GROUP` WHERE (FARM_ORG NOT LIKE '%TOTAL%')) SELECT * FROM `494874ca-3097-45b7-8dfc-15b293115e73` WHERE (NOT((`FEED_WGH` >= 0) IS TRUE));,2026-02-20 03:17:26.000000 UTC,2026-02-23 02:21:41.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-swine-outbound"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-swine-outbound"",
    ""display_name"": ""dq-pigpos-fr_ms_swine_outbound""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_SWINE_OUTBOUND"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_SWINE_OUTBOUND""
  }
}",3a5f6146-7c56-4064-9cae-b76bf85fbe62,"{""increment_column"":"""",""incremental"":false,""row_filter"":"""",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""outbound-transaction""}",2026-02-23 02:38:49.000000 UTC,2026-02-23 02:39:19.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""0.0"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""ACCURACY"":{""passed"":false,""score"":0}}",10321282,,,Row Condition check,Per row,QTY,ACCURACY,100.0,"{""sql_expression"":""COALESCE(CANCEL_FLAG, 'N') = 'N' \r\nAND \r\nCASE \r\n  WHEN QTY < 0 THEN 'N'\r\n  ELSE 'Y'\r\nEND = 'Y'\r\n""}",false,10321282,9998570,96.873334,0,"WITH `3a5f6146-7c56-4064-9cae-b76bf85fbe62` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_SWINE_OUTBOUND` ) SELECT * FROM `3a5f6146-7c56-4064-9cae-b76bf85fbe62` WHERE (NOT((COALESCE(CANCEL_FLAG, 'N') = 'N' 
AND 
CASE 
  WHEN QTY < 0 THEN 'N'
  ELSE 'Y'
END = 'Y'
) IS TRUE));",2026-02-23 02:38:13.000000 UTC,2026-02-23 02:38:37.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-swine-outbound"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-swine-outbound"",
    ""display_name"": ""dq-pigpos-fr_ms_swine_outbound""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_SWINE_OUTBOUND"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_SWINE_OUTBOUND""
  }
}",3a5f6146-7c56-4064-9cae-b76bf85fbe62,"{""increment_column"":"""",""incremental"":false,""row_filter"":"""",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""outbound-transaction""}",2026-02-23 02:38:49.000000 UTC,2026-02-23 02:39:19.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""0.0"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""ACCURACY"":{""passed"":false,""score"":0}}",10321282,,,Row Condition check,Per row,WGH,ACCURACY,100.0,"{""sql_expression"":""COALESCE(CANCEL_FLAG, 'N') = 'N' \r\nAND \r\nCASE \r\n  WHEN WGH < 0 THEN 'N'\r\n  ELSE 'Y'\r\nEND = 'Y'\r\n""}",false,10321282,9998456,96.87223,0,"WITH `3a5f6146-7c56-4064-9cae-b76bf85fbe62` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_SWINE_OUTBOUND` ) SELECT * FROM `3a5f6146-7c56-4064-9cae-b76bf85fbe62` WHERE (NOT((COALESCE(CANCEL_FLAG, 'N') = 'N' 
AND 
CASE 
  WHEN WGH < 0 THEN 'N'
  ELSE 'Y'
END = 'Y'
) IS TRUE));",2026-02-23 02:38:13.000000 UTC,2026-02-23 02:38:37.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-trn-sale-detail"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-trn-sale-detail"",
    ""display_name"": ""dq-pigpos-fr_trn_sale_detail""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_TRN_SALE_DETAIL"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_TRN_SALE_DETAIL""
  }
}",f459d6f4-a7bb-4a5c-9c83-055ba7fe6d01,"{""increment_column"":"""",""incremental"":false,""row_filter"":""COALESCE(CANCEL_FLAG, 'N') = 'N'"",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""sale-transaction-detail""}",2026-02-23 07:11:56.000000 UTC,2026-02-23 07:12:27.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""66.669998"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":66.67}}",22354773,,,Range check,Per row,NET_AMT,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",false,22354773,22354765,99.999964,0,"WITH `f459d6f4-a7bb-4a5c-9c83-055ba7fe6d01` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_TRN_SALE_DETAIL` WHERE (COALESCE(CANCEL_FLAG, 'N') = 'N')) SELECT * FROM `f459d6f4-a7bb-4a5c-9c83-055ba7fe6d01` WHERE (NOT(`NET_AMT` >= 0));",2026-02-23 02:52:42.000000 UTC,2026-02-23 07:11:25.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-trn-sale-detail"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-trn-sale-detail"",
    ""display_name"": ""dq-pigpos-fr_trn_sale_detail""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_TRN_SALE_DETAIL"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_TRN_SALE_DETAIL""
  }
}",f459d6f4-a7bb-4a5c-9c83-055ba7fe6d01,"{""increment_column"":"""",""incremental"":false,""row_filter"":""COALESCE(CANCEL_FLAG, 'N') = 'N'"",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""sale-transaction-detail""}",2026-02-23 07:11:56.000000 UTC,2026-02-23 07:12:27.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""66.669998"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":66.67}}",22354773,,,Range check,Per row,SALE_AMT,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",true,22354773,22354773,100.0,0,"WITH `f459d6f4-a7bb-4a5c-9c83-055ba7fe6d01` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_TRN_SALE_DETAIL` WHERE (COALESCE(CANCEL_FLAG, 'N') = 'N')) SELECT * FROM `f459d6f4-a7bb-4a5c-9c83-055ba7fe6d01` WHERE (NOT(`SALE_AMT` >= 0));",2026-02-23 02:52:42.000000 UTC,2026-02-23 07:11:25.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-trn-sale-detail"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-trn-sale-detail"",
    ""display_name"": ""dq-pigpos-fr_trn_sale_detail""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_TRN_SALE_DETAIL"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_TRN_SALE_DETAIL""
  }
}",f459d6f4-a7bb-4a5c-9c83-055ba7fe6d01,"{""increment_column"":"""",""incremental"":false,""row_filter"":""COALESCE(CANCEL_FLAG, 'N') = 'N'"",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""sale-transaction-detail""}",2026-02-23 07:11:56.000000 UTC,2026-02-23 07:12:27.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""66.669998"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":66.67}}",22354773,,,Range check,Per row,SALE_FEMALE,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",true,22354773,22354773,100.0,0,"WITH `f459d6f4-a7bb-4a5c-9c83-055ba7fe6d01` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_TRN_SALE_DETAIL` WHERE (COALESCE(CANCEL_FLAG, 'N') = 'N')) SELECT * FROM `f459d6f4-a7bb-4a5c-9c83-055ba7fe6d01` WHERE (NOT(`SALE_FEMALE` >= 0));",2026-02-23 02:52:42.000000 UTC,2026-02-23 07:11:25.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-trn-sale-detail"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-trn-sale-detail"",
    ""display_name"": ""dq-pigpos-fr_trn_sale_detail""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_TRN_SALE_DETAIL"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_TRN_SALE_DETAIL""
  }
}",f459d6f4-a7bb-4a5c-9c83-055ba7fe6d01,"{""increment_column"":"""",""incremental"":false,""row_filter"":""COALESCE(CANCEL_FLAG, 'N') = 'N'"",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""sale-transaction-detail""}",2026-02-23 07:11:56.000000 UTC,2026-02-23 07:12:27.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""66.669998"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":66.67}}",22354773,,,Range check,Per row,SALE_MALE,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",true,22354773,22354773,100.0,0,"WITH `f459d6f4-a7bb-4a5c-9c83-055ba7fe6d01` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_TRN_SALE_DETAIL` WHERE (COALESCE(CANCEL_FLAG, 'N') = 'N')) SELECT * FROM `f459d6f4-a7bb-4a5c-9c83-055ba7fe6d01` WHERE (NOT((`SALE_MALE` >= 0) IS TRUE));",2026-02-23 02:52:42.000000 UTC,2026-02-23 07:11:25.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-trn-sale-detail"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-trn-sale-detail"",
    ""display_name"": ""dq-pigpos-fr_trn_sale_detail""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_TRN_SALE_DETAIL"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_TRN_SALE_DETAIL""
  }
}",f459d6f4-a7bb-4a5c-9c83-055ba7fe6d01,"{""increment_column"":"""",""incremental"":false,""row_filter"":""COALESCE(CANCEL_FLAG, 'N') = 'N'"",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""sale-transaction-detail""}",2026-02-23 07:11:56.000000 UTC,2026-02-23 07:12:27.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""66.669998"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":66.67}}",22354773,,,Range check,Per row,SALE_QTY,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",true,22354773,22354773,100.0,0,"WITH `f459d6f4-a7bb-4a5c-9c83-055ba7fe6d01` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_TRN_SALE_DETAIL` WHERE (COALESCE(CANCEL_FLAG, 'N') = 'N')) SELECT * FROM `f459d6f4-a7bb-4a5c-9c83-055ba7fe6d01` WHERE (NOT(`SALE_QTY` >= 0));",2026-02-23 02:52:42.000000 UTC,2026-02-23 07:11:25.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-trn-sale-detail"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-trn-sale-detail"",
    ""display_name"": ""dq-pigpos-fr_trn_sale_detail""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_TRN_SALE_DETAIL"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_TRN_SALE_DETAIL""
  }
}",f459d6f4-a7bb-4a5c-9c83-055ba7fe6d01,"{""increment_column"":"""",""incremental"":false,""row_filter"":""COALESCE(CANCEL_FLAG, 'N') = 'N'"",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""sale-transaction-detail""}",2026-02-23 07:11:56.000000 UTC,2026-02-23 07:12:27.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""66.669998"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":66.67}}",22354773,,,Range check,Per row,SALE_WGH,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",false,22354773,22354454,99.998573,124,"WITH `f459d6f4-a7bb-4a5c-9c83-055ba7fe6d01` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_TRN_SALE_DETAIL` WHERE (COALESCE(CANCEL_FLAG, 'N') = 'N')) SELECT * FROM `f459d6f4-a7bb-4a5c-9c83-055ba7fe6d01` WHERE (NOT((`SALE_WGH` >= 0) IS TRUE));",2026-02-23 02:52:42.000000 UTC,2026-02-23 07:11:25.000000 UTC,,"{
  ""debug_queries"": []
}"
