data_quality_scan,data_source,data_quality_job_id,data_quality_job_configuration,job_labels,job_start_time,job_end_time,job_quality_result,job_dimension_result,job_rows_scanned,rule_name,rule_description,rule_type,rule_evaluation_type,rule_column,rule_dimension,rule_threshold_percent,rule_parameters,rule_passed,rule_rows_evaluated,rule_rows_passed,rule_rows_passed_percent,rule_rows_null,rule_failed_records_query,created_on,last_updated,rule_assertion_row_count,debug_queries
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-trn-breeder"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-trn-breeder"",
    ""display_name"": ""dq-pigpos-fr_ms_trn_breeder""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_TRN_BREEDER"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_TRN_BREEDER""
  }
}",83b5b077-de5e-4e93-b669-7e9b45329f0f,"{""increment_column"":"""",""incremental"":false,""row_filter"":"""",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""breeder-transaction""}",2026-02-20 02:52:40.000000 UTC,2026-02-20 02:53:10.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""0.0"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""ACCURACY"":{""passed"":false,""score"":0}}",119856890,Positive-value,"Non‑cancel transactions must be positive, except Balance Forward (BF) transactions.",Row Condition check,Per row,WGH,ACCURACY,100.0,"{""sql_expression"":""COALESCE(CANCEL_FLAG, 'N') = 'N' \r\nAND \r\nCASE \r\n  WHEN LEFT(DOCUMENT_NO, 2) = 'BF' THEN 'Y'\r\n  WHEN WGH < 0 THEN 'N'\r\n  ELSE 'Y'\r\nEND = 'Y'\r\n""}",false,119856890,119855957,99.999222,0,"WITH `83b5b077-de5e-4e93-b669-7e9b45329f0f` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_TRN_BREEDER` ) SELECT * FROM `83b5b077-de5e-4e93-b669-7e9b45329f0f` WHERE (NOT((COALESCE(CANCEL_FLAG, 'N') = 'N' 
AND 
CASE 
  WHEN LEFT(DOCUMENT_NO, 2) = 'BF' THEN 'Y'
  WHEN WGH < 0 THEN 'N'
  ELSE 'Y'
END = 'Y'
) IS TRUE));",2026-02-20 02:52:01.000000 UTC,2026-02-20 02:52:01.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-trn-breeder"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-trn-breeder"",
    ""display_name"": ""dq-pigpos-fr_ms_trn_breeder""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_TRN_BREEDER"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_TRN_BREEDER""
  }
}",83b5b077-de5e-4e93-b669-7e9b45329f0f,"{""increment_column"":"""",""incremental"":false,""row_filter"":"""",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""breeder-transaction""}",2026-02-20 02:52:40.000000 UTC,2026-02-20 02:53:10.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""0.0"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""ACCURACY"":{""passed"":false,""score"":0}}",119856890,Positive-value,"Non-cancel transactions must be positive, except Balance Forward (BF) transactions.",Row Condition check,Per row,QTY,ACCURACY,100.0,"{""sql_expression"":""COALESCE(CANCEL_FLAG, 'N') = 'N' \r\nAND \r\nCASE \r\n  WHEN LEFT(DOCUMENT_NO, 2) = 'BF' THEN 'Y'\r\n  WHEN QTY < 0 THEN 'N'\r\n  ELSE 'Y'\r\nEND = 'Y'""}",false,119856890,119856857,99.999972,0,"WITH `83b5b077-de5e-4e93-b669-7e9b45329f0f` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_TRN_BREEDER` ) SELECT * FROM `83b5b077-de5e-4e93-b669-7e9b45329f0f` WHERE (NOT((COALESCE(CANCEL_FLAG, 'N') = 'N' 
AND 
CASE 
  WHEN LEFT(DOCUMENT_NO, 2) = 'BF' THEN 'Y'
  WHEN QTY < 0 THEN 'N'
  ELSE 'Y'
END = 'Y') IS TRUE));",2026-02-20 02:52:01.000000 UTC,2026-02-20 02:52:01.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-trn-breeder"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-trn-breeder"",
    ""display_name"": ""dq-pigpos-fr_ms_trn_breeder""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_TRN_BREEDER"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_TRN_BREEDER""
  }
}",83b5b077-de5e-4e93-b669-7e9b45329f0f,"{""increment_column"":"""",""incremental"":false,""row_filter"":"""",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""breeder-transaction""}",2026-02-20 02:52:40.000000 UTC,2026-02-20 02:53:10.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""0.0"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""ACCURACY"":{""passed"":false,""score"":0}}",119856890,Positive-value,"Non‑cancel transactions must be positive, except Balance Forward (BF) transactions.
",Row Condition check,Per row,VAL,ACCURACY,100.0,"{""sql_expression"":""COALESCE(CANCEL_FLAG, 'N') = 'N' \r\nAND \r\nCASE \r\n  WHEN LEFT(DOCUMENT_NO, 2) = 'BF' THEN 'Y'\r\n  WHEN VAL < 0 THEN 'N'\r\n  ELSE 'Y'\r\nEND = 'Y'\r\n""}",false,119856890,119856856,99.999972,0,"WITH `83b5b077-de5e-4e93-b669-7e9b45329f0f` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_TRN_BREEDER` ) SELECT * FROM `83b5b077-de5e-4e93-b669-7e9b45329f0f` WHERE (NOT((COALESCE(CANCEL_FLAG, 'N') = 'N' 
AND 
CASE 
  WHEN LEFT(DOCUMENT_NO, 2) = 'BF' THEN 'Y'
  WHEN VAL < 0 THEN 'N'
  ELSE 'Y'
END = 'Y'
) IS TRUE));",2026-02-20 02:52:01.000000 UTC,2026-02-20 02:52:01.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-trn-breeder"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-trn-breeder"",
    ""display_name"": ""dq-pigpos-fr_ms_trn_breeder""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_TRN_BREEDER"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_TRN_BREEDER""
  }
}",83b5b077-de5e-4e93-b669-7e9b45329f0f,"{""increment_column"":"""",""incremental"":false,""row_filter"":"""",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""breeder-transaction""}",2026-02-20 02:52:40.000000 UTC,2026-02-20 02:53:10.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""0.0"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""ACCURACY"":{""passed"":false,""score"":0}}",119856890,Positive-value,"Non‑cancel transactions must be positive, except Balance Forward (BF) transactions.",Row Condition check,Per row,MALE_QTY,ACCURACY,100.0,"{""sql_expression"":""COALESCE(CANCEL_FLAG, 'N') = 'N' \r\nAND \r\nCASE \r\n  WHEN LEFT(DOCUMENT_NO, 2) = 'BF' THEN 'Y'\r\n  WHEN MALE_QTY < 0 THEN 'N'\r\n  ELSE 'Y'\r\nEND = 'Y'""}",false,119856890,119856863,99.999977,0,"WITH `83b5b077-de5e-4e93-b669-7e9b45329f0f` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_TRN_BREEDER` ) SELECT * FROM `83b5b077-de5e-4e93-b669-7e9b45329f0f` WHERE (NOT((COALESCE(CANCEL_FLAG, 'N') = 'N' 
AND 
CASE 
  WHEN LEFT(DOCUMENT_NO, 2) = 'BF' THEN 'Y'
  WHEN MALE_QTY < 0 THEN 'N'
  ELSE 'Y'
END = 'Y') IS TRUE));",2026-02-20 02:52:01.000000 UTC,2026-02-20 02:52:01.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-trn-breeder"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-trn-breeder"",
    ""display_name"": ""dq-pigpos-fr_ms_trn_breeder""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_TRN_BREEDER"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_TRN_BREEDER""
  }
}",83b5b077-de5e-4e93-b669-7e9b45329f0f,"{""increment_column"":"""",""incremental"":false,""row_filter"":"""",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""breeder-transaction""}",2026-02-20 02:52:40.000000 UTC,2026-02-20 02:53:10.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""0.0"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""ACCURACY"":{""passed"":false,""score"":0}}",119856890,Positive-value,"Non‑cancel transactions must be positive, except Balance Forward (BF) transactions.",Row Condition check,Per row,FEMALE_QTY,ACCURACY,100.0,"{""sql_expression"":""COALESCE(CANCEL_FLAG, 'N') = 'N' \r\nAND \r\nCASE \r\n  WHEN LEFT(DOCUMENT_NO, 2) = 'BF' THEN 'Y'\r\n  WHEN FEMALE_QTY < 0 THEN 'N'\r\n  ELSE 'Y'\r\nEND = 'Y'""}",false,119856890,119856881,99.999992,0,"WITH `83b5b077-de5e-4e93-b669-7e9b45329f0f` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_TRN_BREEDER` ) SELECT * FROM `83b5b077-de5e-4e93-b669-7e9b45329f0f` WHERE (NOT((COALESCE(CANCEL_FLAG, 'N') = 'N' 
AND 
CASE 
  WHEN LEFT(DOCUMENT_NO, 2) = 'BF' THEN 'Y'
  WHEN FEMALE_QTY < 0 THEN 'N'
  ELSE 'Y'
END = 'Y') IS TRUE));",2026-02-20 02:52:01.000000 UTC,2026-02-20 02:52:01.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-trn-breeder"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-trn-breeder"",
    ""display_name"": ""dq-pigpos-fr_ms_trn_breeder""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_TRN_BREEDER"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_TRN_BREEDER""
  }
}",83b5b077-de5e-4e93-b669-7e9b45329f0f,"{""increment_column"":"""",""incremental"":false,""row_filter"":"""",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""breeder-transaction""}",2026-02-20 02:52:40.000000 UTC,2026-02-20 02:53:10.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""0.0"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""ACCURACY"":{""passed"":false,""score"":0}}",119856890,Positive-value,"Non‑cancel transactions must be positive, except Balance Forward (BF) transactions.",Row Condition check,Per row,COST,ACCURACY,100.0,"{""sql_expression"":""COALESCE(CANCEL_FLAG, 'N') = 'N' \r\nAND \r\nCASE \r\n  WHEN LEFT(DOCUMENT_NO, 2) = 'BF' THEN 'Y'\r\n  WHEN COST < 0 THEN 'N'\r\n  ELSE 'Y'\r\nEND = 'Y'\r\n""}",false,119856890,119856887,99.999997,0,"WITH `83b5b077-de5e-4e93-b669-7e9b45329f0f` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_TRN_BREEDER` ) SELECT * FROM `83b5b077-de5e-4e93-b669-7e9b45329f0f` WHERE (NOT((COALESCE(CANCEL_FLAG, 'N') = 'N' 
AND 
CASE 
  WHEN LEFT(DOCUMENT_NO, 2) = 'BF' THEN 'Y'
  WHEN COST < 0 THEN 'N'
  ELSE 'Y'
END = 'Y'
) IS TRUE));",2026-02-20 02:52:01.000000 UTC,2026-02-20 02:52:01.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-finisher-group"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-finisher-group"",
    ""display_name"": ""dq-pigpos-fr_ms_finisher_group""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_FINISHER_GROUP"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_FINISHER_GROUP""
  }
}",494874ca-3097-45b7-8dfc-15b293115e73,"{""increment_column"":"""",""incremental"":false,""row_filter"":""FARM_ORG NOT LIKE '%TOTAL%'"",""sampling_percent"":100,""trigger"":""on_demand""}",,2026-02-23 02:22:22.000000 UTC,2026-02-23 02:22:54.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""36.0"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":36}}",97052,,,Range check,Per row,CULL_QTY,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",true,97052,97052,100.0,0,WITH `494874ca-3097-45b7-8dfc-15b293115e73` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_FINISHER_GROUP` WHERE (FARM_ORG NOT LIKE '%TOTAL%')) SELECT * FROM `494874ca-3097-45b7-8dfc-15b293115e73` WHERE (NOT((`CULL_QTY` >= 0) IS TRUE));,2026-02-20 03:17:26.000000 UTC,2026-02-23 02:21:41.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-finisher-group"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-finisher-group"",
    ""display_name"": ""dq-pigpos-fr_ms_finisher_group""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_FINISHER_GROUP"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_FINISHER_GROUP""
  }
}",494874ca-3097-45b7-8dfc-15b293115e73,"{""increment_column"":"""",""incremental"":false,""row_filter"":""FARM_ORG NOT LIKE '%TOTAL%'"",""sampling_percent"":100,""trigger"":""on_demand""}",,2026-02-23 02:22:22.000000 UTC,2026-02-23 02:22:54.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""36.0"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":36}}",97052,,,Range check,Per row,CULL_WGH,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",true,97052,97052,100.0,0,WITH `494874ca-3097-45b7-8dfc-15b293115e73` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_FINISHER_GROUP` WHERE (FARM_ORG NOT LIKE '%TOTAL%')) SELECT * FROM `494874ca-3097-45b7-8dfc-15b293115e73` WHERE (NOT((`CULL_WGH` >= 0) IS TRUE));,2026-02-20 03:17:26.000000 UTC,2026-02-23 02:21:41.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-finisher-group"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-finisher-group"",
    ""display_name"": ""dq-pigpos-fr_ms_finisher_group""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_FINISHER_GROUP"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_FINISHER_GROUP""
  }
}",494874ca-3097-45b7-8dfc-15b293115e73,"{""increment_column"":"""",""incremental"":false,""row_filter"":""FARM_ORG NOT LIKE '%TOTAL%'"",""sampling_percent"":100,""trigger"":""on_demand""}",,2026-02-23 02:22:22.000000 UTC,2026-02-23 02:22:54.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""36.0"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":36}}",97052,,,Range check,Per row,DEAD_QTY,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",true,97052,97052,100.0,0,WITH `494874ca-3097-45b7-8dfc-15b293115e73` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_FINISHER_GROUP` WHERE (FARM_ORG NOT LIKE '%TOTAL%')) SELECT * FROM `494874ca-3097-45b7-8dfc-15b293115e73` WHERE (NOT((`DEAD_QTY` >= 0) IS TRUE));,2026-02-20 03:17:26.000000 UTC,2026-02-23 02:21:41.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-finisher-group"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-finisher-group"",
    ""display_name"": ""dq-pigpos-fr_ms_finisher_group""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_FINISHER_GROUP"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_FINISHER_GROUP""
  }
}",494874ca-3097-45b7-8dfc-15b293115e73,"{""increment_column"":"""",""incremental"":false,""row_filter"":""FARM_ORG NOT LIKE '%TOTAL%'"",""sampling_percent"":100,""trigger"":""on_demand""}",,2026-02-23 02:22:22.000000 UTC,2026-02-23 02:22:54.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""36.0"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":36}}",97052,,,Range check,Per row,DEAD_SALE_QTY,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",true,97052,97052,100.0,0,WITH `494874ca-3097-45b7-8dfc-15b293115e73` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_FINISHER_GROUP` WHERE (FARM_ORG NOT LIKE '%TOTAL%')) SELECT * FROM `494874ca-3097-45b7-8dfc-15b293115e73` WHERE (NOT((`DEAD_SALE_QTY` >= 0) IS TRUE));,2026-02-20 03:17:26.000000 UTC,2026-02-23 02:21:41.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-finisher-group"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-finisher-group"",
    ""display_name"": ""dq-pigpos-fr_ms_finisher_group""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_FINISHER_GROUP"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_FINISHER_GROUP""
  }
}",494874ca-3097-45b7-8dfc-15b293115e73,"{""increment_column"":"""",""incremental"":false,""row_filter"":""FARM_ORG NOT LIKE '%TOTAL%'"",""sampling_percent"":100,""trigger"":""on_demand""}",,2026-02-23 02:22:22.000000 UTC,2026-02-23 02:22:54.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""36.0"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":36}}",97052,,,Range check,Per row,DEAD_SALE_WGH,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",true,97052,97052,100.0,0,WITH `494874ca-3097-45b7-8dfc-15b293115e73` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_FINISHER_GROUP` WHERE (FARM_ORG NOT LIKE '%TOTAL%')) SELECT * FROM `494874ca-3097-45b7-8dfc-15b293115e73` WHERE (NOT((`DEAD_SALE_WGH` >= 0) IS TRUE));,2026-02-20 03:17:26.000000 UTC,2026-02-23 02:21:41.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-finisher-group"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-finisher-group"",
    ""display_name"": ""dq-pigpos-fr_ms_finisher_group""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_FINISHER_GROUP"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_FINISHER_GROUP""
  }
}",494874ca-3097-45b7-8dfc-15b293115e73,"{""increment_column"":"""",""incremental"":false,""row_filter"":""FARM_ORG NOT LIKE '%TOTAL%'"",""sampling_percent"":100,""trigger"":""on_demand""}",,2026-02-23 02:22:22.000000 UTC,2026-02-23 02:22:54.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""36.0"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":36}}",97052,,,Range check,Per row,GOOD_QTY,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",true,97052,97052,100.0,0,WITH `494874ca-3097-45b7-8dfc-15b293115e73` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_FINISHER_GROUP` WHERE (FARM_ORG NOT LIKE '%TOTAL%')) SELECT * FROM `494874ca-3097-45b7-8dfc-15b293115e73` WHERE (NOT((`GOOD_QTY` >= 0) IS TRUE));,2026-02-20 03:17:26.000000 UTC,2026-02-23 02:21:41.000000 UTC,,"{
  ""debug_queries"": []
}"
